Movie;Month;Day;Year;Budget($M);Domestic Gross($M);Worldwide Gross($M)
Out of the Blue;Oct;19;2007;4.Haz;0.000728;0.731767
Valhalla Rising;Jul;16;2010;5.Tem;0.030638;0.731613
Motherhood;Oct;23;2009;10;0.093388;0.723388
Free Style;Oct;9;2009;10;0.141108;0.721108
Gerry;Feb;14;2003;7;0.254683;0.719699
Karakter;Mar;27;1998;4.May;0.713413;0.713413
All the Real Girls;Feb;14;2003;1;0.549666;0.70302
Inside Deep Throat;Feb;11;2005;2;0.69188;0.69188
Feast;Sep;22;2006;3.Şub;0.056131;0.690872
Rubber;Apr;1;2011;0.5;0.10037;0.680914
Stake Land;Apr;22;2011;4;0.033245;0.679482
The Salton Sea;Apr;26;2002;18;0.676698;0.676698
Dayereh;Mar;9;2001;0.01;0.67378;0.67378
The Thief and the Cobbler;Aug;25;1995;24;0.669276;0.669276
Yes;Jun;24;2005;1.Tem;0.396035;0.661221
Heroes;Oct;24;2008;0.4;0.655538;0.655538
The Oh in Ohio;Jul;14;2006;5;0.418689;0.648183
The Virginity Hit;Sep;24;2010;2;0.636706;0.636706
Bilal: A New Breed of Hero;Feb;2;2018;30;0.490515;0.636684
Journey from the Fall;Mar;23;2007;1.Mar;0.635305;0.635305
May;Feb;7;2003;Oca.75;0.14554;0.634803
Ride With the Devil;Nov;24;1999;35;0.630779;0.630779
The Brown Bunny;Aug;27;2004;10;0.366301;0.630427
I Come with the Rain;Dec;31;2008;18;0;0.627422
Orgazmo;Oct;23;1998;1;0.582024;0.627287
Texas Rangers;Nov;30;2001;38;0.623374;0.623374
Margaret;Sep;30;2011;14;0.047185;0.623292
Company Man;Mar;9;2001;12;0.146028;0.622273
Trekkies;May;21;1999;0.375;0.617172;0.617172
London to Brighton;Aug;11;2009;0.825;0;0.610776
The Basket;May;5;2000;1.Mar;0.609042;0.609042
Bitter Harvest;Feb;24;2017;21;0.557241;0.606162
20 Dates;Feb;26;1999;0.066;0.541636;0.60292
Lonesome Jim;Mar;24;2006;0.5;0.154187;0.602789
Swept Away;Oct;11;2002;10;0.598645;0.598645
Maggie;May;8;2015;4.May;0.187112;0.597989
Blue Like Jazz;Apr;13;2012;1.Şub;0.595018;0.595018
Super;Apr;1;2011;2.May;0.327716;0.593933
Prefontaine;Jan;24;1997;8;0.590817;0.590817
The Wicked Lady;Oct;28;1983;8;0.589308;0.589308
Dancer, Texas Pop. 81;May;1;1998;2.Mar;0.574838;0.574838
Rudderless;Oct;17;2014;5;0.056001;0.567219
Los Cronocrímenes;Dec;12;2008;2.Haz;0.039127;0.564474
Poolhall Junkies;Feb;28;2003;4;0.563711;0.563711
Ondine;Jun;4;2010;12;0.550472;0.557545
Masked and Anonymous;Jul;24;2003;7.May;0.533344;0.555335
Plastic;Sep;26;2014;10;0;0.552641
Heli;Dec;31;2013;1;0;0.552614
The Lost Medallion: The Adventures of Billy Stone;Mar;1;2013;2.May;0.549632;0.549632
23 Blast;Oct;24;2014;1;0.549185;0.549185
Manderlay;Jan;27;2006;14.Şub;0.074205;0.543306
Dream With The Fishes;Jun;20;1997;1;0.542909;0.542909
Clockwatchers;May;15;1998;2;0.537948;0.539961
Standing Ovation;Jul;16;2010;5.Haz;0.531806;0.531806
Things to Do in Denver when You're Dead;Dec;1;1995;15;0.529766;0.529766
The Reluctant Fundamentalist;Apr;26;2013;15;0.528731;0.528731
The Singing Detective;Oct;24;2003;8;0.336456;0.524747
Madison;Apr;22;2005;15.May;0.517262;0.517262
Unsullied;Apr;22;2016;1.May;0.510957;0.510957
The Wild Bunch;Jun;18;1969;6;0.509424;0.509424
In The Land of Blood and Honey;Dec;23;2011;13;0.303877;0.509193
The Other End of the Line;Oct;31;2008;2.May;0.115504;0.507446
The Act of Killing;Jul;19;2013;1;0.486919;0.501289
Idiocracy;Sep;1;2006;2.Nis;0.444093;0.500296
Marilyn Hotchkiss' Ballroom Dancing and Charm School;Mar;31;2006;2.May;0.349132;0.497195
L'incomparable mademoiselle C.;Apr;23;2004;3.Nis;0.493905;0.493905
The Extra Man;Jul;30;2010;7;0.453377;0.492108
Before We Go;Sep;4;2015;3;0.037151;0.483938
Bone Tomahawk;Oct;23;2015;2;0;0.481525
Brotherly Love;Apr;24;2015;1.Eyl;0.478595;0.478595
Blue Car;May;2;2003;1;0.464126;0.475367
Artie Lange's Beer League;Sep;15;2006;2.Ağu;0.475;0.475
Wristcutters: A Love Story;Oct;19;2007;1;0.446165;0.473769
House of D;Apr;15;2005;2;0.388532;0.466106
The Last Shot;Sep;24;2004;40;0.46373;0.46373
Wah-Wah;May;12;2006;7;0.23475;0.463039
Kill List;Feb;3;2012;0.8;0.029063;0.462206
Brooklyn Rules;May;11;2007;8;0.458232;0.458232
Gunless;Apr;30;2010;9.Eyl;0.458054;0.458054
Fido;Jun;15;2007;8;0.29811;0.456814
The Legend of Suriyothai;Jun;20;2003;9;0.454255;0.454255
Brother;Jul;20;2001;12;0.450594;0.450594
Sunday;Aug;22;1997;0.45;0.410919;0.450349
Dear Wendy;Sep;23;2005;8;0.023106;0.446438
The Hammer;Mar;21;2008;0.85;0.442638;0.442638
A Lonely Place to Die;Mar;20;2012;4;0;0.44255
Grabbers;Jul;19;2013;5.Mar;0;0.440821
Short Cut to Nirvana: Kumbh Mela;Oct;22;2004;0.2;0.381225;0.439651
Song One;Jan;23;2015;6;0.032251;0.437089
Blue Ruin;Apr;25;2014;0.42;0.258384;0.435168
I Want Your Money;Oct;15;2010;0.4;0.433588;0.433588
Sound of My Voice;Apr;27;2012;0.135;0.408015;0.429448
Backmask;Sep;1;2015;0.025;0;0.428923
Luminarias;May;5;2000;1;0.428535;0.428535
Tiny Furniture;Nov;12;2010;0.05;0.391674;0.424149
Foolproof;Oct;3;2003;5.Ağu;0.230312;0.421021
Out of the Dark;Dec;31;1989;1.Haz;0.419428;0.419428
Killing Zoe;Aug;31;1994;1.May;0.418953;0.418953
Dead Man's Shoes;May;12;2006;1.125;0.006408;0.414736
The Death and Life of Bobby Z;Sep;4;2007;8;0;0.414617
Snow Angels;Mar;7;2008;1.May;0.402858;0.414404
Pink Flamingos;Apr;11;1997;0.012;0.413802;0.413802
The Brass Teapot;Apr;5;2013;0.9;0.006997;0.413733
The Boondock Saints;Jan;21;2000;7;0.030471;0.411874
The 5th Quarter;Mar;25;2011;6;0.408159;0.408159
Bottle Rocket;Feb;21;1996;5;0.407488;0.407488
Drinking Buddies;Aug;23;2013;0.5;0.343706;0.4071
The Signal;Feb;22;2008;0.05;0.25115;0.406299
Old Joy;Aug;25;2006;0.3;0.255923;0.399908
The Loss of Sexual Innocence;May;28;1999;4;0.399793;0.399793
The First Great Train Robbery;Feb;2;1979;6;0.391942;0.391942
The Last Sin Eater;Feb;9;2007;2.Şub;0.38839;0.38839
Criminal Activities;Nov;20;2015;7;0;0.386744
Adoration;May;8;2009;4;0.294244;0.384244
Hesher;May;13;2011;7;0.382946;0.382946
The Quiet;Aug;25;2006;0.9;0.38142;0.38142
The Game of Their Lives;Apr;22;2005;20;0.375474;0.375474
Let's Talk About Sex;Sep;11;1998;0.3;0.373615;0.373615
Joe;Apr;11;2014;4;0.373375;0.373375
MOOZ-lum;Feb;11;2011;1.May;0.362239;0.372239
Deterrence;Mar;10;2000;0.8;0.144583;0.371647
Hurricane Streets;Feb;13;1998;0.5;0.334041;0.367582
Southland Tales;Nov;14;2007;17;0.27538;0.364607
The Young and Prodigious T.S. Spivet;Jul;31;2015;33;0.176847;0.357687
Welcome to the Rileys;Oct;29;2010;10;0.152857;0.355919
The Invitation;Apr;8;2016;1;0.231738;0.354836
Prison;Mar;4;1988;4;0.354704;0.354704
Buffalo Soldiers;Jul;25;2003;15;0.353743;0.353743
Albino Alligator;Jan;17;1997;5;0.35348;0.35348
Everybody Wants to Be Italian;Sep;5;2008;3;0.351416;0.351416
Due occhi diabolici;Oct;25;1991;9;0.349618;0.349618
Malevolence;Sep;10;2004;0.2;0.126021;0.346106
George Washington;Oct;27;2000;0.042;0.241816;0.342722
The Good Heart;Apr;30;2010;3.Ağu;0.02093;0.34093
Standard Operating Procedure;Apr;25;2008;5;0.22883;0.33212
Creature;Sep;9;2011;3;0.331;0.331
Neal n' Nikki;Dec;9;2005;1.Mar;0.100358;0.329621
City of Ghosts;Apr;25;2003;17.May;0.325491;0.325491
Desert Dancer;Apr;10;2015;4;0.155271;0.324218
The Last Waltz;Jul;1;1991;0.035;0.321952;0.321952
Billy: The Early Years of Billy Graham;Oct;10;2008;3.Haz;0.320896;0.320896
The Yellow Handkerchief;Feb;26;2010;15.May;0.318623;0.318623
The Informers;Apr;24;2009;18;0.315;0.315
The Other Dream Team;Sep;28;2012;0.5;0.134109;0.314444
Jungle Shuffle;Mar;10;2015;10;0;0.314073
Elling;May;29;2002;2.Oca;0.313436;0.313436
Cargo;Oct;21;2011;4.Şub;0;0.31323
San qiang pai an jing qi;Sep;3;2010;12;0.190946;0.310946
My Dog Tulip;Sep;1;2010;0.35;0.246574;0.310891
I Am Wrath;Apr;15;2016;18;0;0.309608
Never Again;Jul;12;2002;0.5;0.307631;0.308793
Chairman of the Board;Mar;13;1998;7;0.306715;0.306715
Rapa Nui;Sep;11;1994;20;0.30507;0.30507
Stonewall;Jul;26;1996;2;0.304602;0.304602
Taxi to the Dark Side;Jan;18;2008;1;0.274661;0.304472
Shooting Fish;May;1;1998;4;0.302204;0.302204
World's Greatest Dad;Aug;21;2009;10;0.221805;0.29575
Freeway;Aug;23;1996;3;0.295493;0.295493
3;Sep;16;2011;7.Şub;0.059774;0.295492
Imaginary Heroes;Dec;17;2004;10;0.228524;0.290875
Antarctica: A Year on Ice;Nov;28;2014;1;0.288757;0.288757
Above and Beyond;Jan;30;2015;1.Mar;0.288751;0.288751
Penitentiary;May;10;1980;0.1;0.287;0.287
Stranded;Jul;26;2013;1.Eyl;0;0.285593
Shotgun Stories;Dec;14;2007;0.25;0.046026;0.284174
Lovely, Still;Sep;10;2010;5;0.127564;0.282687
Life During Wartime;Jul;23;2010;4.May;0.281447;0.281447
The Tempest;Dec;10;2010;20;0.277943;0.277943
Smiling Fish and Goat on Fire;Aug;25;2000;0.04;0.277233;0.277233
Amen;Jan;24;2003;14;0.274299;0.274299
Shichinin no samurai;Nov;19;1956;0.5;0.271736;0.271736
O Menino e o Mundo;Dec;11;2015;0.5;0.129479;0.270394
Psycho Beach Party;Aug;4;2000;4;0.267972;0.267972
Morvern Callar;Dec;20;2002;6;0.267194;0.267194
The Lucky Ones;Sep;26;2008;14;0.266967;0.266967
The Last Days on Mars;Dec;6;2013;10.Haz;0.024084;0.261364
Q;Nov;19;1982;1.Şub;0.255;0.255
Civil Brand;Aug;29;2003;0.5;0.254293;0.254293
Love's Abiding Joy;Oct;6;2006;3;0.252726;0.252726
Sex with Strangers;Feb;22;2002;1.Oca;0.24774;0.24774
La femme de chambre du Titanic;Aug;14;1998;10;0.244465;0.244465
The Legend of God's Gun;Jul;18;2008;0.03;0.243768;0.243768
Dead Alive;Feb;12;1993;3;0.242623;0.242623
Edmond;Jul;14;2006;10;0.131719;0.241719
Following;Apr;2;1999;0.006;0.048482;0.240495
Hatchet;Sep;7;2007;1.May;0.175281;0.240396
Driving Lessons;Oct;13;2006;4.Tem;0.239962;0.239962
On the Outs;Jul;15;2005;0.25;0.049772;0.237816
Housebound;Oct;17;2014;1.May;0;0.236863
Middle of Nowhere;Oct;12;2012;0.2;0.236806;0.236806
The Foot Fist Way;May;30;2008;0.079;0.234286;0.234286
Brighton Rock;Aug;26;2011;11;0.229653;0.229653
One Man's Hero;Sep;24;1999;18;0.229311;0.229311
Undead;Jul;1;2005;0.75;0.041196;0.22925
Guiana 1838;Sep;24;2004;1;0.227241;0.227241
High Heels and Low Lifes;Oct;26;2001;10;0.226792;0.226792
Remember Me, My Love;Sep;3;2004;6.Tem;0.223878;0.223878
Tim and Eric's Billion Dollar Movie;Mar;2;2012;3;0.201436;0.223652
Ira and Abby;Sep;14;2007;3.May;0.221096;0.221096
Steal (Canadian Release);Apr;25;2003;15;0.220944;0.220944
Critical Care;Oct;31;1997;12;0.220175;0.220175
Once in a Lifetime: the Extraordinary Story of the New York Cosmos;Jul;7;2006;1;0.144601;0.215559
In Dubious Battle;Feb;17;2017;15;0;0.214182
Love Lisa;Dec;30;2002;1;0.213137;0.213137
Call+Response;Oct;10;2008;0.2;0.212989;0.212989
Polina danser sa vie;Aug;25;2017;4;0.165203;0.212723
Def-Con 4;Mar;15;1985;1.Mar;0.210904;0.210904
La fille du RER;Jan;22;2010;9;0.208163;0.208163
Betty Fisher et autres histoires;Sep;13;2002;7.May;0.2064;0.2064
I Married a Strange Person;Aug;28;1998;0.25;0.203134;0.203134
Cama adentro;Jul;18;2007;0.8;0.200433;0.200433
Repo! The Genetic Opera;Nov;7;2008;8.May;0.140244;0.198883
Fateless;Jan;6;2006;12;0.196857;0.196857
Dragon Nest Warriors' Dawn;Dec;31;2014;40;0;0.19609
The Heart of Me;Jun;13;2003;7;0.196067;0.196067
The Puffy Chair;Jun;2;2006;0.015;0.194523;0.195254
The Terrorist;Jan;14;2000;0.025;0.195043;0.195043
I Want Someone To Eat Cheese With;Sep;5;2007;1.May;0.194568;0.194568
November;Jul;22;2005;0.25;0.191862;0.191862
The Big Tease;Jan;28;2000;4;0.185577;0.185577
Amigo;Aug;19;2011;1.May;0.184705;0.184705
All or Nothing;Oct;25;2002;9;0.184255;0.184255
The Masked Saint;Jan;8;2016;3.May;0.182695;0.182695
Go For It!;May;13;2011;Şub.45;0.180237;0.182358
Pourquoi j'ai pas mangé mon père;Dec;31;2015;42;0;0.182156
The Flower of Evil;Oct;10;2003;6;0.181798;0.181798
My Date With Drew;Aug;5;2005;0.0011;0.181041;0.181041
Breakfast of Champions;Sep;17;1999;12;0.178287;0.178287
Sugar Town;Sep;17;1999;0.25;0.178095;0.178095
The Business of Fancy Dancing;May;10;2002;0.2;0.174682;0.174682
Fuel;Nov;14;2008;2.May;0.174255;0.174255
Barbecue;Dec;26;2014;10;0.000388;0.173613
Mercy Streets;Oct;31;2000;0.6;0.173599;0.173599
Cinco de Mayo, La Batalla;May;3;2013;10;0.173472;0.173472
My Name is Bruce;Oct;31;2008;1.May;0.173066;0.173066
Freakonomics;Oct;1;2010;2.Eyl;0.10127;0.172867
Forty Shades of Blue;Sep;28;2005;1.May;0.075828;0.172569
Escape from Tomorrow;Oct;11;2013;0.65;0.171962;0.171962
The Fits;Jun;3;2016;0.17;0.166425;0.169242
United Passions;Jun;5;2015;30;0.000918;0.168832
Modern Times;Feb;5;1936;1.May;0.163245;0.165049
The Last Godfather;Apr;1;2011;13.Nis;0.164247;0.164247
Holly;Nov;9;2007;3;0.163069;0.163069
Hybrid;May;10;2002;0.2;0.162605;0.162605
Strangerland;Jul;10;2015;10;0.017472;0.161097
Carlos;Oct;15;2010;18;0.145526;0.157002
The Horse Boy;Sep;11;2009;0.16;0.156612;0.156612
The Divide;Jan;13;2012;3;0.018;0.156362
Deceptive Practice: The Mysteries and Mentors of Ricky Jay;Apr;17;2013;0.5;0.152449;0.152449
Kicks;Sep;9;2016;10;0.150191;0.150191
The Red Riding Trilogy: 1974;Feb;5;2010;9;0.148826;0.148826
The Last Five Years;Feb;13;2015;2;0.147299;0.147299
Mondays in the Sun;Jul;25;2003;4;0.146402;0.146402
Love Ranch;Jun;30;2010;25;0.137885;0.146149
The Land Girls;Jun;12;1998;8;0.146083;0.146083
Bubble;Jan;27;2006;1.Haz;0.145382;0.145382
10th & Wolf;Aug;18;2006;8;0.054702;0.143782
Space Pirate Captain Harlock;Dec;31;2013;30;0;0.14349
No Looking Back;Mar;27;1998;5;0.143273;0.143273
Baghead;Jun;13;2008;0.2;0.140016;0.140016
Chacun sa nuit;Jun;29;2007;1.Eyl;0.018435;0.139317
The Salon;May;11;2007;1.May;0.139084;0.139084
Clean;Apr;28;2006;0.01;0.138711;0.138711
Accidental Love;Mar;17;2015;26;0;0.135436
Six-String Samurai;Sep;18;1998;2;0.134624;0.134624
The Eclipse;Mar;26;2010;3;0.133411;0.133411
Dil Jo Bhi Kahey...;Sep;23;2005;1.Haz;0.129319;0.129319
Yi ge ren de wu lin;Apr;24;2015;25;0.129115;0.129115
The Wendell Baker Story;May;18;2007;8;0.127188;0.127188
E tu vivrai nel terrore - L'aldilà;Jan;1;1983;0.4;0.126387;0.126387
Police Academy 7: Mission to Moscow;Aug;26;1994;10;0.126247;0.126247
There Goes My Baby;Dec;31;1994;10.May;0.125169;0.125169
Antiviral;Apr;12;2013;3.Oca;0;0.123407
Hum to Mohabbt Karega;May;26;2000;2;0.121807;0.121807
Tycoon;Jun;13;2003;5;0.121016;0.121016
Trust;Apr;1;2011;4;0.120016;0.120016
Gentlemen Broncos;Oct;30;2009;9.May;0.115155;0.119955
Stolen Summer;Mar;22;2002;1.May;0.119841;0.119841
Come Early Morning;Nov;10;2006;6;0.119452;0.119452
Valley of the Hearts Delight;Apr;9;2010;2.May;0.118666;0.118666
The Greatest;Apr;2;2010;6;0.115862;0.117796
The Grand;Mar;21;2008;3;0.115879;0.115879
Breaking Upwards;Apr;2;2010;0.015;0.115592;0.115592
Winter Passing;Feb;17;2006;3.May;0.107492;0.113783
Lisa Picard is Famous;Aug;22;2001;1;0.113433;0.113433
Road Hard;Mar;6;2015;1.May;0.113169;0.113169
The Woman Chaser;Jun;23;2000;0.15;0.110719;0.110719
The Lost Skeleton of Cadavra;Feb;6;2004;0.1;0.110536;0.110536
Blood Done Sign My Name;Feb;19;2010;10;0.109383;0.109383
Elsa & Fred;Nov;7;2014;10;0.067657;0.109144
Sleep Dealer;Apr;17;2009;2.May;0.080136;0.108907
The Good Guy;Feb;19;2010;10;0.100688;0.106466
Freeze Frame;Dec;10;2004;2;0;0.105377
Mutual Appreciation;Sep;1;2006;0.03;0.103509;0.103509
The House of the Devil;Oct;30;2009;1;0.101215;0.102812
Saint John of Las Vegas;Jan;29;2010;2;0.102645;0.102645
The Gambler;Aug;4;1999;3;0.051773;0.101773
George A. Romero's Survival of the Dead;May;28;2010;4.Şub;0.10174;0.10174
Beyond the Brick: A LEGO Brickumentary;Jul;31;2015;1;0.101531;0.101531
8: The Mormon Proposition;Jun;18;2010;2.May;0.10028;0.10028
Desert Blue;Jun;4;1999;5;0.099147;0.099147
D.E.B.S.;Mar;25;2005;3.May;0.096793;0.096793
Decoys;Feb;27;2004;5;0.084733;0.09676
Hardflip;Jun;1;2012;1;0.096734;0.096734
Sommersturm;Mar;17;2006;3;0.095204;0.095204
Vamps;Nov;2;2012;16;0.003361;0.094812
Cure;Jul;6;2001;0.01;0.094596;0.094596
The History of Love;Nov;18;2016;20;0;0.09369
Mean Machine;Feb;22;2002;4.May;0.092723;0.092723
Red Sky;Mar;10;2015;25;0;0.091116
Adam Resurrected;Sep;22;2009;10;0;0.090909
The Hebrew Hammer;Dec;19;2003;1.Mar;0.077755;0.090213
Home Movies;May;16;1980;0.4;0.089134;0.089134
5 Days of War;Aug;19;2011;12;0.017479;0.087793
First Morning;Jul;15;2005;0.3;0.087264;0.087264
Leaves of Grass;Apr;2;2010;9;0.070066;0.085527
Broken Vessels;Jul;2;1999;0.6;0.01503;0.085343
51 Birch Street;Oct;18;2006;0.35;0.084689;0.084689
Fascination;Jan;28;2005;5;0.01667;0.083356
They Came Together;Jun;27;2014;3;0;0.08278
Funny Ha Ha;Apr;29;2005;0.03;0.07707;0.082698
Diamonds;Dec;10;1999;11.Eyl;0.081897;0.081897
Dracula: Pages from a Virgin's Diary;May;14;2003;1.Oca;0.039659;0.081371
Extreme Movie;Dec;31;2008;1.Şub;0;0.081338
Nomad;Mar;16;2007;40;0.079123;0.079123
Fort McCoy;Aug;15;2014;3;0.078948;0.078948
Banshee Chapter;Jan;10;2014;0.95;0;0.078122
Scott Walker: 30 Century Man;Feb;27;2009;0.5;0.00684;0.077121
Eureka;May;4;2001;2;0.049388;0.076654
Silent Trigger;Dec;31;1996;15;0.076382;0.076382
An Everlasting Piece;Dec;22;2000;4;0.075078;0.075078
Foodfight!;Dec;31;2012;45;0;0.073706
24 7: Twenty Four Seven;Apr;15;1998;2;0.072544;0.072544
Pump;Sep;19;2014;2;0.072277;0.072277
Eye of the Dolphin;Aug;24;2007;2.May;0.07221;0.07226
Cavite;May;26;2006;0.007;0.070071;0.071644
Timber Falls;Dec;7;2007;2.Haz;0;0.071248
Freaks of Nature;Oct;30;2015;33;0.070958;0.070958
Pierrot le fou;Jun;15;2007;0.3;0.070807;0.070807
Eulogy;Oct;15;2004;10;0.070527;0.070527
Stiff Upper Lips;Aug;27;1999;5.Tem;0.069582;0.069582
Happy Valley;Mar;28;2008;0.25;0.067665;0.067665
Stuck;May;30;2008;5;0.067505;0.067505
Among Giants;Mar;26;1999;4;0.064359;0.064359
Aberdeen;Aug;17;2001;6.May;0.064148;0.064148
Stitches;Apr;1;2013;2;0;0.063555
Nothing;Dec;31;2003;4;0;0.06318
Creative Control;Mar;11;2016;1;0.063014;0.063014
The Mudge Boy;May;7;2004;0.8;0.062544;0.062544
The Canyons;Aug;2;2013;0.25;0.059671;0.062375
Winnie Mandela;Sep;6;2013;15;0.061847;0.061847
Frontera;Sep;5;2014;2.Mar;0.059696;0.059696
Il conformista;Aug;29;2014;0.75;0.059656;0.059656
Cheap Thrills;Mar;21;2014;0.1;0.059424;0.059424
Down & Out with the Dolls;Mar;21;2003;1.Şub;0.058936;0.058936
Wal-Mart: The High Cost of Low Price;Nov;4;2005;1.May;0;0.058692
The Young Unknowns;Apr;11;2003;0.8;0.058163;0.058163
Harvard Man;May;17;2002;5.May;0.056653;0.056653
Beyond the Black Rainbow;May;18;2012;1.Oca;0.056491;0.056491
Incident at Loch Ness;Sep;17;2004;1.Nis;0.03683;0.056073
Johnny Suede;Jan;1;1991;0.5;0.055;0.055
Finishing the Game;Oct;5;2007;0.5;0.05285;0.053201
Aloft;May;22;2015;8;0.053086;0.053086
Good Dick;Oct;10;2008;0.2;0.028835;0.052443
Trucker;Oct;9;2009;1.May;0.052429;0.052429
Fong juk;Aug;31;2007;4.May;0.051957;0.051957
The Perfect Host;Jul;1;2011;1;0.048764;0.051587
The Motel;Jun;28;2006;0.25;0.05154;0.05154
The Chumscrubber;Aug;5;2005;6.Ağu;0.049526;0.049526
Madadayo;Mar;20;1998;11.Eyl;0.048856;0.048856
Open Road;May;21;2013;3;0;0.047469
Interview with the Assassin;Nov;15;2002;0.75;0.047329;0.047329
Ca$h;Mar;26;2010;7;0.046488;0.046488
An Alan Smithee Film: Burn Hollywood Burn;Feb;27;1998;10;0.045779;0.045779
Lost River;Apr;7;2015;2;0.045431;0.045431
Side Effects;Sep;9;2005;0.2;0.044701;0.044701
La mariée était en noir;Jun;25;1968;0.747;0.044566;0.044566
Defendor;Feb;19;2010;Mar.75;0.044462;0.044462
Jackpot;Jul;27;2001;0.4;0.044452;0.044452
Swelter;Aug;12;2014;8;0;0.044197
The Watermelon Woman;Mar;5;1997;0.3;0.042735;0.042735
Water & Power;May;2;2014;0.6;0.042557;0.042557
Siakh lokhamim: ha'slilim ha'gnouzim;Nov;20;2015;0.45;0.04126;0.042503
Down for Life;Jan;14;2011;3.Ağu;0.041914;0.041914
The Kick;Dec;31;2011;3.May;0;0.040622
The Opposite Sex;Jan;20;2015;3.Mar;0;0.040262
Just Looking;Oct;13;2000;3;0.039852;0.039852
3 Backyards;Mar;11;2011;0.3;0.039475;0.039475
Chicken Tikka Masala;Dec;31;2005;Şub.16;0;0.037865
This Thing of Ours;Jul;18;2003;2;0.037227;0.037227
Surfer, Dude;Sep;5;2008;6;0.036497;0.036497
Trudno byt bogom;Jan;30;2015;7;0.031443;0.035919
Not Cool;Sep;19;2014;0.8;0.035688;0.035688
Growing up Smith;Feb;3;2017;2;0.035312;0.035312
Underdogs;Aug;16;2013;2.May;0.035017;0.035017
The Velocity of Gary;Jul;16;1999;4;0.034145;0.034145
I Love You … Don't Touch Me!;Feb;20;1998;0.068;0.033598;0.033598
Sisters in Law;Apr;12;2006;0.3;0.033312;0.033312
Spoken Word;Jul;23;2010;4.May;0.032961;0.032961
Speak No Evil;Dec;31;2013;0.15;0;0.032927
Black November;Jan;9;2015;7.May;0;0.032572
The Calling;Mar;1;2002;0.16;0.032092;0.032092
Kiss the Bride;Apr;18;2008;0.5;0.032033;0.032033
Pontypool;May;29;2009;1.May;0.003865;0.031916
Good;Dec;31;2008;16;0.031631;0.031631
Fabled;Dec;10;2004;0.4;0.031425;0.031425
Super Capers;Mar;20;2009;2;0.030955;0.030955
L!fe Happens;Apr;13;2012;0.93;0.030905;0.030905
Happy Christmas;Jul;25;2014;0.07;0.030312;0.030312
Lumea e a mea;Dec;31;2015;0.168;0;0.029827
Redemption Road;Aug;26;2011;2.Mar;0.029384;0.029384
Time to Choose;Jun;3;2016;3.May;0.029233;0.029233
Plush;Sep;13;2013;2;0.00308;0.028864
Salvation Boulevard;Jul;15;2011;5.May;0.028468;0.028468
Departure;Mar;7;2017;1.Oca;0;0.027561
Special;Nov;21;2008;1;0.007202;0.026822
Pink Ribbons, Inc.;Jun;1;2012;1.Şub;0.026608;0.026608
Lake of Fire;Oct;3;2007;6;0.025317;0.026007
Griff the Invisible;Aug;19;2011;2.Eyl;0.020778;0.025935
The Exploding Girl;Mar;12;2010;0.04;0.025572;0.025572
R100;Jan;23;2015;5.May;0.024956;0.024956
Arnolds Park;Oct;19;2007;0.6;0.023616;0.023616
All the Queen's Men;Oct;25;2002;15;0.022723;0.022723
Poultrygeist: Night of the Chicken Dead;May;9;2008;0.45;0.013804;0.022623
The Good Night;Oct;5;2007;15;0.022441;0.022441
The Last Big Thing;Sep;25;1998;1;0.022434;0.022434
Two Lovers and a Bear;Jan;31;2017;Haz.84;0;0.022273
Safe Men;Aug;7;1998;1;0.02121;0.02121
Return of the Living Dead 3;Jan;1;1993;2;0.021;0.021
The Sticky Fingers of Time;Jan;8;1999;0.25;0.018195;0.020628
A Room for Romeo Brass;Oct;27;2000;May.25;0.020097;0.020097
The Past is a Grotesque Animal;Jun;19;2014;0.1;0.020056;0.020056
The Dead Girl;Dec;29;2006;3.Mar;0.019875;0.019875
The Journey;Jul;11;2003;0.5;0.0198;0.0198
The Open Road;Aug;28;2009;10;0.019716;0.019716
Akira;Apr;27;2001;8;0.019585;0.019585
Test;Jun;6;2014;0.25;0.018823;0.018823
The Missing Person;Nov;20;2009;2;0.017896;0.017896
Karachi se Lahore;Dec;31;2015;1;0;0.017721
Sonny;Dec;27;2002;4;0.017639;0.017639
Butterfly Girl;Feb;27;2015;0.18;0.017503;0.017503
Molly;Oct;22;1999;21;0.017396;0.017396
Nothing But a Man;Nov;9;2012;0.3;0.017241;0.017241
Speedway Junky;Aug;31;2001;1;0.017127;0.017127
The First Time;Oct;19;2012;2;0.017061;0.017061
Crying With Laughter;Dec;31;2009;0.82;0;0.016909
Los insolitos peces gato;Jun;13;2014;1.Mar;0.011278;0.016653
The Dress;Jan;16;1998;Şub.65;0.016556;0.016556
The Work and the Story;Oct;3;2003;0.103;0.016137;0.016137
All Hat;Jan;18;2008;4.Eyl;0.015198;0.015198
